names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,,,reference_product
Land transport and transport via pipelines,,7.565507649,,0.642219134,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,6.421712507,0.545124906,2,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Civil engineering,,0.295537284,,0.024347311,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.250856329,0.02066635,2,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of rubber and plastic products,,0.008032094,,0.001028917,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.006817758,0.00087336,2,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.029483137,,0.002426414,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.025025713,0.002059575,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Waste collection, treatment, and disposal activities",,0.009868595,,0.00067861,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.008376606,0.000576014,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Mining of coal and lignite,,0.01363794,,0.001214093,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.011576081,0.00103054,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Construction of buildings,,0.000392223,,2.80E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.000332925,2.38E-05,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Specialized construction activities,4.95E-05,0.000163659,0.000248854,2.20E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.000138916,1.87E-05,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of machinery and equipment,0.001359897,0.001377765,0.000788314,8.52E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,149,1183.563814,5700,117.8113726,0.001169467,7.23E-05,1,_market_for_transport__freight__lorry__unspecified___ton_kilometer__RER2__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of chemicals and chemical products,,0.001502368,,0.000133636,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.001275232,0.000113432,88,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
"Waste collection, treatment, and disposal activities",,0.208440861,,0.040502634,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.176927623,0.034379223,18,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Mining of metal ores,,0.001309418,,0.000130303,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.001111453,0.000110603,10,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
"Electricity, gas, steam and air conditioning supply",,4.745927759,,0.390747589,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,4.028412245,0.331672215,8,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Manufacture of basic metals,,0.017265691,,0.001535343,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.014655369,0.001303222,8,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Construction of buildings,,2.31E-05,,1.63E-06,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,1.96E-05,1.39E-06,7,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.009897453,,0.001648765,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.008401101,0.001399496,5,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Forestry and logging,,0.012750442,,0.002296407,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.01082276,0.001949223,4,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Manufacture of coke and refined petroleum products,,0.001139924,,0.000114814,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.000967584,9.75E-05,4,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Manufacture of other non-metallic mineral products,,0.002151724,,0.000298677,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.001826415,0.000253521,4,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Civil engineering,,0.00148901,,0.000114342,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.001263894,9.71E-05,3,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Land transport and transport via pipelines,,0.022813323,,0.003362329,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.019364279,0.002853993,2,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Mining of coal and lignite,,0.004371108,,0.001162739,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.00371026,0.00098695,2,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Manufacture of rubber and plastic products,0.000221887,0.0002246,0.000227263,2.37E-05,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.000190644,2.01E-05,1,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Other mining and quarrying,,0.000356377,,3.06E-05,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,165,1204.599905,4800,117.8113726,0.000302498,2.60E-05,1,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Manufacture of chemicals and chemical products,,0.001554215,,0.000135999,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.00131924,0.000115438,88,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
"Waste collection, treatment, and disposal activities",,0.147092681,,0.030807636,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.124854398,0.026149968,18,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Mining of metal ores,,0.001235454,,0.000127845,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.001048672,0.000108516,10,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
"Electricity, gas, steam and air conditioning supply",,4.355890804,,0.371757104,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,3.697343225,0.315552817,8,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Manufacture of basic metals,,0.017700642,,0.001611973,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.015024561,0.001368266,8,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Construction of buildings,,2.14E-05,,1.84E-06,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,1.82E-05,1.56E-06,7,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.009996032,,0.001654836,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.008484777,0.001404649,5,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Forestry and logging,,0.012326752,,0.002020186,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.010463126,0.001714763,4,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Manufacture of coke and refined petroleum products,,0.00110655,,0.000113406,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.000939255,9.63E-05,4,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Manufacture of other non-metallic mineral products,,0.002022666,,0.000303152,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.001716868,0.000257319,4,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Civil engineering,,0.001411698,,0.000116688,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.00119827,9.90E-05,3,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Land transport and transport via pipelines,,0.022650747,,0.003044772,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.019226283,0.002584447,2,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Mining of coal and lignite,,0.004629373,,0.001115044,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.003929479,0.000946466,2,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Manufacture of rubber and plastic products,0.000223592,0.000225538,0.000245971,3.07E-05,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.00019144,2.61E-05,1,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Other mining and quarrying,,0.000376705,,3.58E-05,300,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_,5,165,1207.575386,4800,117.8113726,0.000319753,3.04E-05,1,_market_for_electricity__high_voltage___kilowatt_hour__CH__None_,,,_electricity_voltage_transformation_from_high_to_medium_voltage___kilowatt_hour__CH__None_
Manufacture of chemicals and chemical products,,0.003135521,,0.000564541,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,15,400.8120143,2100,117.8113726,0.002661475,0.000479191,4,_electricity__from_municipal_waste_incineration_to_generic_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
Land transport and transport via pipelines,,0.001995239,,0.000499208,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,15,400.8120143,2100,117.8113726,0.001693588,0.000423735,3,_electricity__from_municipal_waste_incineration_to_generic_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
"Electricity, gas, steam and air conditioning supply",,0.001025423,,0.000187744,300,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,4,15,400.8120143,2100,117.8113726,0.000870394,0.00015936,3,_electricity__from_municipal_waste_incineration_to_generic_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_
